=== HOST=car MASK=soft ARMS=interface SLACK=0.1 ===
=== host: car  mask: soft  arm: interface  slack: 0.1 ===
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/shora/.netrc.
wandb: Currently logged in as: shoraaa (shoraaa-vnu) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run n14vusyf
wandb: Tracking run with wandb version 0.28.1
wandb: Run data is saved locally in /home/shora/Research/PRISM/baselines/CaR-constraint/wandb/run-20260904_021225-n14vusyf
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run 20260904_031217train_interface
wandb:  View project at https://wandb.ai/shoraaa-vnu/unified_solver
wandb:  View run at https://wandb.ai/shoraaa-vnu/unified_solver/runs/n14vusyf
{'POMO_checkpoint': '../PIP-constraint/POMO+PIP/pretrained/TSPTW/tsptw50_hard/POMO_star/epoch-10000.pt',
[2026-09-04 04:06:09] utils.py(229) : Diversity Loss: 10.4133, Constructive RL loss: 220.2982
[2026-09-04 04:06:11] utils.py(229) : Rank 0 >> Epoch 1: Train (80%)
[2026-09-04 04:06:11] utils.py(229) : [Construction] Score: 30.2247,  Loss: 218.4735,  Infeasible_rate: [100.0000%, 100.0000%], out: 74.8242, out_nodes: 19, Feasible_dist: 0.0000
[2026-09-04 04:06:11] utils.py(229) : [Improvement] Score: 121.4793 [BSF: 121.3112],  Loss: 12.9818,  Infeasible_rate: [100.0000%, 100.0000%], out: 111.4782, out_nodes: 42, Feasible_dist: 0.0000, Entropy: 2.5475
[2026-09-04 04:06:11] utils.py(229) : Diversity Loss: 10.4198, Constructive RL loss: 218.5777
[2026-09-04 04:06:12] utils.py(229) : Rank 0 >> Epoch 1: Train (80%)
[2026-09-04 04:06:12] utils.py(229) : [Construction] Score: 30.2884,  Loss: 216.7448,  Infeasible_rate: [100.0000%, 100.0000%], out: 74.2737, out_nodes: 19, Feasible_dist: 0.0000
[2026-09-04 04:06:12] utils.py(229) : [Improvement] Score: 120.9764 [BSF: 120.8090],  Loss: 12.8842,  Infeasible_rate: [100.0000%, 100.0000%], out: 110.6659, out_nodes: 42, Feasible_dist: 0.0000, Entropy: 2.5499
[2026-09-04 04:06:12] utils.py(229) : Diversity Loss: 10.4286, Constructive RL loss: 216.8491
[2026-09-04 04:06:14] utils.py(229) : Rank 0 >> Epoch 1: Train (80%)
[2026-09-04 04:06:14] utils.py(229) : [Construction] Score: 30.3641,  Loss: 215.0768,  Infeasible_rate: [100.0000%, 100.0000%], out: 73.7354, out_nodes: 19, Feasible_dist: 0.0000
[2026-09-04 04:06:14] utils.py(229) : [Improvement] Score: 120.4950 [BSF: 120.3288],  Loss: 12.7871,  Infeasible_rate: [100.0000%, 100.0000%], out: 109.8644, out_nodes: 42, Feasible_dist: 0.0000, Entropy: 2.5528
[2026-09-04 04:06:14] utils.py(229) : Diversity Loss: 10.4361, Constructive RL loss: 215.1812
[2026-09-04 04:06:16] utils.py(229) : Rank 0 >> Epoch 1: Train (80%)
[2026-09-04 04:06:16] utils.py(229) : [Construction] Score: 30.4256,  Loss: 213.4306,  Infeasible_rate: [100.0000%, 100.0000%], out: 73.2026, out_nodes: 19, Feasible_dist: 0.0000
[2026-09-04 04:06:16] utils.py(229) : [Improvement] Score: 120.0044 [BSF: 119.8394],  Loss: 12.6920,  Infeasible_rate: [100.0000%, 100.0000%], out: 109.0724, out_nodes: 42, Feasible_dist: 0.0000, Entropy: 2.5551
[2026-09-04 04:06:16] utils.py(229) : Diversity Loss: 10.4426, Constructive RL loss: 213.5350
[2026-09-04 04:06:18] utils.py(229) : Rank 0 >> Epoch 1: Train (80%)
[2026-09-04 04:06:18] utils.py(229) : [Construction] Score: 30.5049,  Loss: 211.8098,  Infeasible_rate: [100.0000%, 100.0000%], out: 72.6750, out_nodes: 19, Feasible_dist: 0.0000
[2026-09-04 04:06:18] utils.py(229) : [Improvement] Score: 119.5467 [BSF: 119.3811],  Loss: 12.5976,  Infeasible_rate: [100.0000%, 100.0000%], out: 108.2934, out_nodes: 42, Feasible_dist: 0.0000, Entropy: 2.5567
[2026-09-04 04:06:18] utils.py(229) : Diversity Loss: 10.4509, Constructive RL loss: 211.9143
[2026-09-04 04:06:20] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:20] utils.py(229) : [Construction] Score: 30.5762,  Loss: 210.1993,  Infeasible_rate: [100.0000%, 100.0000%], out: 72.1550, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:20] utils.py(229) : [Improvement] Score: 119.0762 [BSF: 118.9118],  Loss: 12.5056,  Infeasible_rate: [100.0000%, 100.0000%], out: 107.5216, out_nodes: 41, Feasible_dist: 0.0000, Entropy: 2.5594
[2026-09-04 04:06:20] utils.py(229) : Diversity Loss: 10.4578, Constructive RL loss: 210.3039
[2026-09-04 04:06:22] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:22] utils.py(229) : [Construction] Score: 30.6626,  Loss: 208.6251,  Infeasible_rate: [100.0000%, 100.0000%], out: 71.6396, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:22] utils.py(229) : [Improvement] Score: 118.6251 [BSF: 118.4611],  Loss: 12.4145,  Infeasible_rate: [100.0000%, 100.0000%], out: 106.7611, out_nodes: 41, Feasible_dist: 0.0000, Entropy: 2.5616
[2026-09-04 04:06:22] utils.py(229) : Diversity Loss: 10.4642, Constructive RL loss: 208.7298
[2026-09-04 04:06:24] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:24] utils.py(229) : [Construction] Score: 30.7348,  Loss: 207.0754,  Infeasible_rate: [100.0000%, 100.0000%], out: 71.1359, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:24] utils.py(229) : [Improvement] Score: 118.1723 [BSF: 118.0091],  Loss: 12.3243,  Infeasible_rate: [100.0000%, 100.0000%], out: 106.0135, out_nodes: 41, Feasible_dist: 0.0000, Entropy: 2.5634
[2026-09-04 04:06:24] utils.py(229) : Diversity Loss: 10.4714, Constructive RL loss: 207.1801
[2026-09-04 04:06:26] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:26] utils.py(229) : [Construction] Score: 30.8039,  Loss: 205.5577,  Infeasible_rate: [100.0000%, 100.0000%], out: 70.6399, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:26] utils.py(229) : [Improvement] Score: 117.7315 [BSF: 117.5690],  Loss: 12.2360,  Infeasible_rate: [100.0000%, 100.0000%], out: 105.2795, out_nodes: 41, Feasible_dist: 0.0000, Entropy: 2.5655
[2026-09-04 04:06:26] utils.py(229) : Diversity Loss: 10.4810, Constructive RL loss: 205.6625
[2026-09-04 04:06:28] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:28] utils.py(229) : [Construction] Score: 30.8802,  Loss: 204.0522,  Infeasible_rate: [100.0000%, 100.0000%], out: 70.1488, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:28] utils.py(229) : [Improvement] Score: 117.3013 [BSF: 117.1400],  Loss: 12.1492,  Infeasible_rate: [100.0000%, 100.0000%], out: 104.5527, out_nodes: 40, Feasible_dist: 0.0000, Entropy: 2.5676
[2026-09-04 04:06:28] utils.py(229) : Diversity Loss: 10.4877, Constructive RL loss: 204.1570
[2026-09-04 04:06:30] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:30] utils.py(229) : [Construction] Score: 30.9758,  Loss: 202.5759,  Infeasible_rate: [100.0000%, 100.0000%], out: 69.6626, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:30] utils.py(229) : [Improvement] Score: 116.8951 [BSF: 116.7344],  Loss: 12.0629,  Infeasible_rate: [100.0000%, 100.0000%], out: 103.8352, out_nodes: 40, Feasible_dist: 0.0000, Entropy: 2.5698
[2026-09-04 04:06:30] utils.py(229) : Diversity Loss: 10.4951, Constructive RL loss: 202.6809
[2026-09-04 04:06:33] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:33] utils.py(229) : [Construction] Score: 31.0392,  Loss: 201.1114,  Infeasible_rate: [100.0000%, 100.0000%], out: 69.1842, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:33] utils.py(229) : [Improvement] Score: 116.4557 [BSF: 116.2956],  Loss: 11.9782,  Infeasible_rate: [100.0000%, 100.0000%], out: 103.1266, out_nodes: 40, Feasible_dist: 0.0000, Entropy: 2.5725
[2026-09-04 04:06:33] utils.py(229) : Diversity Loss: 10.5017, Constructive RL loss: 201.2164
[2026-09-04 04:06:35] utils.py(229) : Rank 0 >> Epoch 1: Train (85%)
[2026-09-04 04:06:35] utils.py(229) : [Construction] Score: 31.0989,  Loss: 199.6726,  Infeasible_rate: [100.0000%, 100.0000%], out: 68.7143, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:35] utils.py(229) : [Improvement] Score: 116.0225 [BSF: 115.8622],  Loss: 11.8942,  Infeasible_rate: [100.0000%, 100.0000%], out: 102.4299, out_nodes: 40, Feasible_dist: 0.0000, Entropy: 2.5749
[2026-09-04 04:06:35] utils.py(229) : Diversity Loss: 10.5105, Constructive RL loss: 199.7778
[2026-09-04 04:06:37] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:37] utils.py(229) : [Construction] Score: 31.1846,  Loss: 198.2333,  Infeasible_rate: [100.0000%, 100.0000%], out: 68.2488, out_nodes: 18, Feasible_dist: 0.0000
[2026-09-04 04:06:37] utils.py(229) : [Improvement] Score: 115.6202 [BSF: 115.4608],  Loss: 11.8123,  Infeasible_rate: [100.0000%, 100.0000%], out: 101.7418, out_nodes: 40, Feasible_dist: 0.0000, Entropy: 2.5764
[2026-09-04 04:06:37] utils.py(229) : Diversity Loss: 10.5172, Constructive RL loss: 198.3385
[2026-09-04 04:06:39] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:39] utils.py(229) : [Construction] Score: 31.2421,  Loss: 196.8305,  Infeasible_rate: [100.0000%, 100.0000%], out: 67.7922, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:39] utils.py(229) : [Improvement] Score: 115.1999 [BSF: 115.0416],  Loss: 11.7317,  Infeasible_rate: [100.0000%, 100.0000%], out: 101.0624, out_nodes: 40, Feasible_dist: 0.0000, Entropy: 2.5782
[2026-09-04 04:06:39] utils.py(229) : Diversity Loss: 10.5251, Constructive RL loss: 196.9357
[2026-09-04 04:06:41] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:41] utils.py(229) : [Construction] Score: 31.3239,  Loss: 195.4453,  Infeasible_rate: [100.0000%, 100.0000%], out: 67.3380, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:41] utils.py(229) : [Improvement] Score: 114.8074 [BSF: 114.6499],  Loss: 11.6526,  Infeasible_rate: [100.0000%, 100.0000%], out: 100.3915, out_nodes: 39, Feasible_dist: 0.0000, Entropy: 2.5799
[2026-09-04 04:06:41] utils.py(229) : Diversity Loss: 10.5345, Constructive RL loss: 195.5507
[2026-09-04 04:06:43] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:43] utils.py(229) : [Construction] Score: 31.4079,  Loss: 194.1035,  Infeasible_rate: [100.0000%, 100.0000%], out: 66.8868, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:43] utils.py(229) : [Improvement] Score: 114.4239 [BSF: 114.2675],  Loss: 11.5744,  Infeasible_rate: [100.0000%, 100.0000%], out: 99.7274, out_nodes: 39, Feasible_dist: 0.0000, Entropy: 2.5825
[2026-09-04 04:06:43] utils.py(229) : Diversity Loss: 10.5414, Constructive RL loss: 194.2089
[2026-09-04 04:06:45] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:45] utils.py(229) : [Construction] Score: 31.4739,  Loss: 192.7530,  Infeasible_rate: [100.0000%, 100.0000%], out: 66.4434, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:45] utils.py(229) : [Improvement] Score: 114.0260 [BSF: 113.8700],  Loss: 11.4964,  Infeasible_rate: [100.0000%, 100.0000%], out: 99.0740, out_nodes: 39, Feasible_dist: 0.0000, Entropy: 2.5845
[2026-09-04 04:06:45] utils.py(229) : Diversity Loss: 10.5490, Constructive RL loss: 192.8585
[2026-09-04 04:06:47] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:47] utils.py(229) : [Construction] Score: 31.5476,  Loss: 191.4130,  Infeasible_rate: [100.0000%, 100.0000%], out: 66.0057, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:47] utils.py(229) : [Improvement] Score: 113.6408 [BSF: 113.4858],  Loss: 11.4207,  Infeasible_rate: [100.0000%, 100.0000%], out: 98.4282, out_nodes: 39, Feasible_dist: 0.0000, Entropy: 2.5864
[2026-09-04 04:06:47] utils.py(229) : Diversity Loss: 10.5563, Constructive RL loss: 191.5185
[2026-09-04 04:06:49] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:49] utils.py(229) : [Construction] Score: 31.6238,  Loss: 190.1149,  Infeasible_rate: [100.0000%, 100.0000%], out: 65.5762, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:49] utils.py(229) : [Improvement] Score: 113.2702 [BSF: 113.1163],  Loss: 11.3446,  Infeasible_rate: [100.0000%, 100.0000%], out: 97.7925, out_nodes: 39, Feasible_dist: 0.0000, Entropy: 2.5887
[2026-09-04 04:06:49] utils.py(229) : Diversity Loss: 10.5637, Constructive RL loss: 190.2205
[2026-09-04 04:06:51] utils.py(229) : Rank 0 >> Epoch 1: Train (90%)
[2026-09-04 04:06:52] utils.py(229) : [Construction] Score: 31.6910,  Loss: 188.8284,  Infeasible_rate: [100.0000%, 100.0000%], out: 65.1524, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:52] utils.py(229) : [Improvement] Score: 112.8971 [BSF: 112.7442],  Loss: 11.2707,  Infeasible_rate: [100.0000%, 100.0000%], out: 97.1647, out_nodes: 38, Feasible_dist: 0.0000, Entropy: 2.5910
[2026-09-04 04:06:52] utils.py(229) : Diversity Loss: 10.5693, Constructive RL loss: 188.9341
[2026-09-04 04:06:54] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:06:54] utils.py(229) : [Construction] Score: 31.7703,  Loss: 187.5668,  Infeasible_rate: [100.0000%, 100.0000%], out: 64.7307, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:54] utils.py(229) : [Improvement] Score: 112.5359 [BSF: 112.3834],  Loss: 11.1981,  Infeasible_rate: [100.0000%, 100.0000%], out: 96.5437, out_nodes: 38, Feasible_dist: 0.0000, Entropy: 2.5928
[2026-09-04 04:06:54] utils.py(229) : Diversity Loss: 10.5765, Constructive RL loss: 187.6726
[2026-09-04 04:06:56] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:06:56] utils.py(229) : [Construction] Score: 31.8338,  Loss: 186.3217,  Infeasible_rate: [100.0000%, 100.0000%], out: 64.3151, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:56] utils.py(229) : [Improvement] Score: 112.1635 [BSF: 112.0114],  Loss: 11.1249,  Infeasible_rate: [100.0000%, 100.0000%], out: 95.9305, out_nodes: 38, Feasible_dist: 0.0000, Entropy: 2.5950
[2026-09-04 04:06:56] utils.py(229) : Diversity Loss: 10.5838, Constructive RL loss: 186.4276
[2026-09-04 04:06:58] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:06:58] utils.py(229) : [Construction] Score: 31.9161,  Loss: 185.0760,  Infeasible_rate: [100.0000%, 100.0000%], out: 63.9048, out_nodes: 17, Feasible_dist: 0.0000
[2026-09-04 04:06:58] utils.py(229) : [Improvement] Score: 111.8210 [BSF: 111.6696],  Loss: 11.0538,  Infeasible_rate: [100.0000%, 100.0000%], out: 95.3267, out_nodes: 38, Feasible_dist: 0.0000, Entropy: 2.5971
[2026-09-04 04:06:58] utils.py(229) : Diversity Loss: 10.5929, Constructive RL loss: 185.1820
[2026-09-04 04:07:00] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:07:00] utils.py(229) : [Construction] Score: 31.9868,  Loss: 183.8687,  Infeasible_rate: [100.0000%, 100.0000%], out: 63.4985, out_nodes: 16, Feasible_dist: 0.0000
[2026-09-04 04:07:00] utils.py(229) : [Improvement] Score: 111.4619 [BSF: 111.3107],  Loss: 10.9829,  Infeasible_rate: [100.0000%, 100.0000%], out: 94.7277, out_nodes: 38, Feasible_dist: 0.0000, Entropy: 2.5995
[2026-09-04 04:07:00] utils.py(229) : Diversity Loss: 10.6006, Constructive RL loss: 183.9747
[2026-09-04 04:07:02] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:07:02] utils.py(229) : [Construction] Score: 32.0501,  Loss: 182.6622,  Infeasible_rate: [100.0000%, 100.0000%], out: 63.0974, out_nodes: 16, Feasible_dist: 0.0000
[2026-09-04 04:07:02] utils.py(229) : [Improvement] Score: 111.1097 [BSF: 110.9587],  Loss: 10.9123,  Infeasible_rate: [100.0000%, 100.0000%], out: 94.1381, out_nodes: 38, Feasible_dist: 0.0000, Entropy: 2.6012
[2026-09-04 04:07:02] utils.py(229) : Diversity Loss: 10.6063, Constructive RL loss: 182.7683
[2026-09-04 04:07:04] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:07:04] utils.py(229) : [Construction] Score: 32.1090,  Loss: 181.4675,  Infeasible_rate: [100.0000%, 100.0000%], out: 62.7017, out_nodes: 16, Feasible_dist: 0.0000
[2026-09-04 04:07:04] utils.py(229) : [Improvement] Score: 110.7509 [BSF: 110.6002],  Loss: 10.8428,  Infeasible_rate: [100.0000%, 100.0000%], out: 93.5553, out_nodes: 37, Feasible_dist: 0.0000, Entropy: 2.6032
[2026-09-04 04:07:04] utils.py(229) : Diversity Loss: 10.6143, Constructive RL loss: 181.5737
[2026-09-04 04:07:07] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:07:07] utils.py(229) : [Construction] Score: 32.1782,  Loss: 180.2832,  Infeasible_rate: [100.0000%, 100.0000%], out: 62.3106, out_nodes: 16, Feasible_dist: 0.0000
[2026-09-04 04:07:07] utils.py(229) : [Improvement] Score: 110.4136 [BSF: 110.2639],  Loss: 10.7738,  Infeasible_rate: [100.0000%, 100.0000%], out: 92.9801, out_nodes: 37, Feasible_dist: 0.0000, Entropy: 2.6049
[2026-09-04 04:07:07] utils.py(229) : Diversity Loss: 10.6214, Constructive RL loss: 180.3894
[2026-09-04 04:07:09] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:07:09] utils.py(229) : [Construction] Score: 32.2465,  Loss: 179.1322,  Infeasible_rate: [100.0000%, 100.0000%], out: 61.9257, out_nodes: 16, Feasible_dist: 0.0000
[2026-09-04 04:07:09] utils.py(229) : [Improvement] Score: 110.0796 [BSF: 109.9305],  Loss: 10.7069,  Infeasible_rate: [100.0000%, 100.0000%], out: 92.4112, out_nodes: 37, Feasible_dist: 0.0000, Entropy: 2.6065
[2026-09-04 04:07:09] utils.py(229) : Diversity Loss: 10.6284, Constructive RL loss: 179.2385
[2026-09-04 04:07:10] utils.py(229) : Rank 0 >> Epoch 1: Train (95%)
[2026-09-04 04:07:10] utils.py(229) : [Construction] Score: 32.2465,  Loss: 179.1322,  Infeasible_rate: [100.0000%, 100.0000%], out: 61.9257, out_nodes: 16, Feasible_dist: 0.0000
[2026-09-04 04:07:10] utils.py(229) : [Improvement] Score: 110.0796 [BSF: 109.9305],  Loss: 10.7069,  Infeasible_rate: [100.0000%, 100.0000%], out: 92.4112, out_nodes: 37, Feasible_dist: 0.0000, Entropy: 2.6065
[2026-09-04 04:07:10] utils.py(229) : Diversity Loss: 10.6284, Constructive RL loss: 179.2385
[2026-09-04 04:07:10] utils.py(229) : dummy_size: 32.38125
[2026-09-04 04:07:10] utils.py(229) : Rank 0 >> Epoch 1/10: Time Est.: Elapsed[4.48m], Remain[40.32m]
[2026-09-04 04:07:10] utils.py(229) : >> Val 64 instances.
[2026-09-04 04:07:10] utils.py(229) : >> validation eval type:
[2026-09-04 04:07:10] utils.py(229) : argmax
[2026-09-04 04:07:10] utils.py(229) : Rank 0 >> val construction time:
[2026-09-04 04:07:10] utils.py(229) : 0.25240039825439453
[2026-09-04 04:07:10] utils.py(229) : ! solution size:
[2026-09-04 04:07:10] utils.py(229) : torch.Size([256, 1, 101])
[2026-09-04 04:07:13] utils.py(229) : Rank 0 >> val improvement time:
[2026-09-04 04:07:13] utils.py(229) : 2.8320157527923584
[2026-09-04 04:07:13] utils.py(229) : Rank 0 >> val reconstruction time [w. mask]:
[2026-09-04 04:07:13] utils.py(229) : 0.22174477577209473
[2026-09-04 04:07:14] utils.py(229) : Rank 0 >> val construction time:
[2026-09-04 04:07:14] utils.py(229) : 0.21346688270568848
[2026-09-04 04:07:14] utils.py(229) : ! solution size:
[2026-09-04 04:07:14] utils.py(229) : torch.Size([256, 1, 101])
[2026-09-04 04:07:16] utils.py(229) : Rank 0 >> val improvement time:
[2026-09-04 04:07:16] utils.py(229) : 2.816615343093872
[2026-09-04 04:07:17] utils.py(229) : Rank 0 >> val reconstruction time [w. mask]:
[2026-09-04 04:07:17] utils.py(229) : 0.20781588554382324
[2026-09-04 04:07:17] utils.py(229) : >> Only feasible solutions are under consideration!
[2026-09-04 04:07:17] utils.py(229) : >> Only feasible solutions are under consideration!
[2026-09-04 04:07:17] utils.py(229) : >> Load optimal solution from: ./data/VRPBLTW/or_tools_200s_vrpbltw50_uniform.pkl
[2026-09-04 04:07:17] utils.py(229) : Rank 0 >> Val Score on vrpbltw50_uniform.pkl: [Construction] NO_AUG_Score: nan, NO_AUG_Gap: nan% --> AUG_Score: nan, AUG_Gap: nan%; Infeasible rate: 100.0% (solution-level), 100.0% (instance-level)
[2026-09-04 04:07:17] utils.py(229) : Rank 0 >> Val Score on vrpbltw50_uniform.pkl: [Improvement] NO_AUG_Score: nan, NO_AUG_Gap: nan% --> AUG_Score: nan, AUG_Gap: nan%; Infeasible rate: 100.0% (solution-level), 100.0% (instance-level)
[2026-09-04 04:07:17] utils.py(229) : Rank 0 >> Val Score on vrpbltw50_uniform.pkl: [w. mask] NO_AUG_Score: 47.981, NO_AUG_Gap: 242.5351% --> AUG_Score: 46.3313, AUG_Gap: 231.0149%; Infeasible rate: 0.0% (solution-level), 0.0% (instance-level)
[2026-09-04 04:07:17] utils.py(229) : ================================================================================
[2026-09-04 04:13:14] utils.py(229) : Rank 0 >> Epoch 2: Train (95%)
[2026-09-04 04:13:14] utils.py(229) : [Construction] Score: 46.9794,  Loss: -1.5787,  Infeasible_rate: [100.0000%, 100.0000%], out: 0.0482, out_nodes: 0, Feasible_dist: 0.0000
[2026-09-04 04:13:14] utils.py(229) : [Improvement] Score: 58.0359 [BSF: 57.9621],  Loss: 0.0364,  Infeasible_rate: [100.0000%, 100.0000%], out: 1.3959, out_nodes: 10, Feasible_dist: 0.0000, Entropy: 2.9259
[2026-09-04 04:13:14] utils.py(229) : Diversity Loss: 12.3432, Constructive RL loss: -1.4553
[2026-09-04 04:13:14] utils.py(229) : dummy_size: 50.7125
[2026-09-04 04:13:14] utils.py(229) : Rank 0 >> Epoch 2/10: Time Est.: Elapsed[10.54m], Remain[42.17m]
[2026-09-04 04:13:14] utils.py(229) : Rank 0 >> Best model of improvement saved!
[2026-09-04 04:13:14] utils.py(229) : >> Val 64 instances.
[2026-09-04 04:13:14] utils.py(229) : >> validation eval type:
[2026-09-04 04:13:14] utils.py(229) : argmax
[2026-09-04 04:13:14] utils.py(229) : Rank 0 >> val construction time:
[2026-09-04 04:13:14] utils.py(229) : 0.21593117713928223
[2026-09-04 04:13:14] utils.py(229) : ! solution size:
[2026-09-04 04:13:14] utils.py(229) : torch.Size([256, 1, 101])
[2026-09-04 04:13:17] utils.py(229) : Rank 0 >> val improvement time:
[2026-09-04 04:13:17] utils.py(229) : 2.652743339538574
[2026-09-04 04:13:17] utils.py(229) : Rank 0 >> val reconstruction time [w. mask]:
[2026-09-04 04:13:17] utils.py(229) : 0.22533726692199707
[2026-09-04 04:13:17] utils.py(229) : Rank 0 >> val construction time:
[2026-09-04 04:13:17] utils.py(229) : 0.19779205322265625
[2026-09-04 04:13:17] utils.py(229) : ! solution size:
[2026-09-04 04:13:17] utils.py(229) : torch.Size([256, 1, 101])
[2026-09-04 04:13:20] utils.py(229) : Rank 0 >> val improvement time:
[2026-09-04 04:13:20] utils.py(229) : 2.6893064975738525
[2026-09-04 04:13:20] utils.py(229) : Rank 0 >> val reconstruction time [w. mask]:
[2026-09-04 04:13:20] utils.py(229) : 0.2070178985595703
[2026-09-04 04:13:20] utils.py(229) : >> Only feasible solutions are under consideration!
[2026-09-04 04:13:20] utils.py(229) : >> Only feasible solutions are under consideration!
[2026-09-04 04:13:20] utils.py(229) : >> Load optimal solution from: ./data/VRPBLTW/or_tools_200s_vrpbltw50_uniform.pkl
[2026-09-04 04:13:20] utils.py(229) : Rank 0 >> Val Score on vrpbltw50_uniform.pkl: [Construction] NO_AUG_Score: nan, NO_AUG_Gap: nan% --> AUG_Score: nan, AUG_Gap: nan%; Infeasible rate: 100.0% (solution-level), 100.0% (instance-level)
[2026-09-04 04:13:20] utils.py(229) : Rank 0 >> Val Score on vrpbltw50_uniform.pkl: [Improvement] NO_AUG_Score: nan, NO_AUG_Gap: nan% --> AUG_Score: nan, AUG_Gap: nan%; Infeasible rate: 100.0% (solution-level), 100.0% (instance-level)
[2026-09-04 04:13:20] utils.py(229) : Rank 0 >> Val Score on vrpbltw50_uniform.pkl: [w. mask] NO_AUG_Score: 49.4213, NO_AUG_Gap: 252.7827% --> AUG_Score: 48.3166, AUG_Gap: 244.7959%; Infeasible rate: 0.0% (solution-level), 0.0% (instance-level)
[2026-09-04 04:13:20] utils.py(229) : ================================================================================
[2026-09-04 04:19:04] utils.py(229) : Rank 0 >> Epoch 3: Train (95%)
[2026-09-04 04:19:04] utils.py(229) : [Construction] Score: 47.4768,  Loss: -0.5451,  Infeasible_rate: [100.0000%, 100.0000%], out: 0.0002, out_nodes: 0, Feasible_dist: 0.0000
[2026-09-04 04:19:04] utils.py(229) : [Improvement] Score: 57.0721 [BSF: 56.9886],  Loss: 0.0139,  Infeasible_rate: [100.0000%, 100.0000%], out: 1.4618, out_nodes: 10, Feasible_dist: 0.0000, Entropy: 2.9866
[2026-09-04 04:19:04] utils.py(229) : Diversity Loss: 12.8043, Constructive RL loss: -0.4171
[2026-09-04 04:19:04] utils.py(229) : dummy_size: 50.98125
[2026-09-04 04:19:04] utils.py(229) : Rank 0 >> Epoch 3/10: Time Est.: Elapsed[16.39m], Remain[38.24m]
[2026-09-04 04:19:04] utils.py(229) : Rank 0 >> Best model of improvement saved!
[2026-09-04 04:19:04] utils.py(229) : ================================================================================
[2026-09-04 04:24:37] utils.py(229) : Rank 0 >> Epoch 4: Train (95%)
[2026-09-04 04:24:37] utils.py(229) : [Construction] Score: 44.6100,  Loss: -1.1760,  Infeasible_rate: [100.0000%, 100.0000%], out: 0.0098, out_nodes: 0, Feasible_dist: 0.0000
[2026-09-04 04:24:37] utils.py(229) : [Improvement] Score: 55.2173 [BSF: 54.8145],  Loss: 0.0115,  Infeasible_rate: [100.0000%, 100.0000%], out: 2.3228, out_nodes: 11, Feasible_dist: 0.0000, Entropy: 2.8739
